Waew
Waew,368.0,500,0,0,0,0,1,0,0,5,5
Waew,368.0,500,0,0,0,0,1,1,1,5,5
Waew,334.1666666666667,455.6666666666667,0,0,0,0,1,2,1,5,5
Waew,281.375,416.0,0,0,0,0,1,3,2,5,5
Waew,249.0,358.6,2,0,0,0,1,5,3,5,7
Waew,257.1666666666667,360.5833333333333,2,0,0,0,1,5,3,5,7
Waew,270.0,344.5,2,2,2,0,1,9,6,7,7
Waew,282.25,328.5,3,2,2,0,1,10,6,7,8
Waew,317.05555555555554,309.05555555555554,3,2,2,0,1,12,9,7,8
Waew,349.45,297.0,4,2,2,0,1,14,12,7,9
Waew,379.45454545454544,296.04545454545456,4,2,2,0,1,15,12,7,9
Waew,388.4166666666667,301.375,4,2,2,0,1,15,12,7,9
Waew,377.6923076923077,305.88461538461536,4,2,2,0,1,15,12,7,9
Waew,351.5,300.75,6,2,2,0,1,16,13,7,11
Waew,344.43333333333334,293.03333333333336,7,2,2,0,2,17,14,12,17
Waew,352.46875,286.28125,9,2,2,0,2,18,15,12,19
Waew,362.02941176470586,274.7647058823529,9,2,2,0,2,20,16,12,19
Waew,364.5,273.27777777777777,9,2,2,0,2,21,17,12,19
Waew,367.8157894736842,277.6578947368421,9,2,3,1,2,23,18,12,19
Waew,379.2,276.35,9,2,3,1,2,24,19,12,19
Waew,378.1666666666667,272.3333333333333,12,2,3,1,2,26,20,12,22
Waew,382.0,266.6136363636364,13,2,3,1,2,28,22,12,23
Waew,379.2608695652174,262.7608695652174,13,2,3,1,2,29,23,12,23
Waew,379.375,254.85416666666666,14,2,3,1,2,30,24,12,24
Waew,376.68,252.76,14,2,3,1,2,31,25,12,24
Waew,374.86538461538464,245.30769230769232,15,2,3,1,2,33,26,12,25
Waew,376.037037037037,247.35185185185185,15,2,3,1,2,35,26,12,25
Waew,385.625,256.375,15,3,5,2,2,37,27,13,25
Waew,391.2931034482759,261.3965517241379,15,5,6,1,2,38,28,14,25
Waew,396.7,261.06666666666666,16,5,6,1,3,39,29,20,31
Waew,396.6774193548387,255.2258064516129,16,5,6,1,3,39,30,20,31
Waew,391.84375,255.109375,17,5,6,1,3,41,30,20,32
Waew,389.74242424242425,261.04545454545456,17,6,8,2,3,42,30,21,32
Waew,390.54411764705884,264.9852941176471,17,7,8,1,3,42,31,22,32
Waew,390.7,262.3,19,7,8,1,3,43,31,22,34
Waew,390.7,262.3,19,7,8,1,3,43,31,22,34
Waew,390.7,262.3,19,7,8,1,3,43,31,22,34
Waew,390.7,262.3,19,7,8,1,3,43,31,22,34
Waew,390.7,262.3,19,7,8,1,3,43,31,22,34
Waew,390.7,262.3,19,7,8,1,3,43,31,22,34
Waew,390.7,262.3,19,7,8,1,3,43,31,22,34
Waew,390.7,262.3,19,7,8,1,3,43,31,22,34
Waew,368.0,500,0,0,0,0,1,0,0,5,5
Waew,368.0,500,0,0,0,0,1,0,0,5,5
Waew,368.0,500,0,0,0,0,1,1,1,5,5
Waew,396.875,473.75,0,0,0,0,1,1,2,5,5
Waew,416.3,420.9,2,0,0,0,1,3,3,5,7
Waew,433.9166666666667,383.3333333333333,2,0,0,0,1,5,5,5,7
Waew,428.5,339.0,3,0,0,0,1,6,6,5,8
Waew,443.25,311.875,4,0,0,0,1,8,9,5,9
Waew,450.05555555555554,298.1666666666667,4,1,1,0,1,9,9,5,9
Waew,425.27272727272725,269.6363636363636,5,1,1,0,1,12,12,6,10
Waew,425.27272727272725,269.6363636363636,5,1,1,0,1,15,13,6,10
Waew,421.0833333333333,264.3333333333333,6,1,1,0,1,16,13,6,11
Waew,421.03846153846155,246.92307692307693,7,1,1,0,1,16,14,6,12
Waew,414.25,237.25,7,1,1,0,1,17,15,6,12
Waew,417.23333333333335,227.93333333333334,8,1,1,0,1,18,16,6,13
Waew,412.84375,227.875,9,1,1,0,2,19,18,11,19
Waew,415.97058823529414,217.3235294117647,11,1,1,0,2,21,19,11,21
Waew,411.55555555555554,220.0,11,2,3,1,2,24,20,12,21
Waew,415.5263157894737,230.1315789473684,11,3,4,1,2,25,21,13,21
Waew,419.275,236.1,11,5,5,0,2,28,22,14,21
Waew,423.1666666666667,240.33333333333334,11,5,5,0,2,28,23,15,21
Waew,434.65909090909093,239.4090909090909,13,5,5,0,2,30,23,15,23
Waew,438.30434782608694,236.43478260869566,14,5,5,0,2,30,23,15,24
Waew,432.3125,233.70833333333334,15,6,6,0,2,30,24,15,25
Waew,422.6,231.76,15,7,7,0,2,31,25,17,25
Waew,418.34615384615387,227.40384615384616,17,7,7,0,2,32,26,17,26
Waew,414.537037037037,223.5,17,7,7,0,2,33,28,17,27
Waew,416.5,223.0,17,9,9,0,2,33,28,18,27
Waew,422.3103448275862,223.25862068965517,17,9,9,0,2,34,29,19,27
Waew,429.3666666666667,224.55,18,9,9,0,2,37,31,19,28
Waew,433.84375,225.25,18,11,11,0,3,41,32,26,33
Waew,433.84375,225.25,18,11,11,0,3,41,32,26,33
Waew,431.530303030303,228.4848484848485,18,12,12,0,3,44,34,27,33
Waew,431.5,237.4,18,13,13,0,3,45,37,28,33
Waew,431.77777777777777,236.04166666666666,19,13,13,0,3,46,37,28,34
Waew,427.97297297297297,236.93243243243242,20,14,14,0,3,48,38,28,35
Waew,420.5,237.5921052631579,21,14,14,0,3,50,41,29,36
Waew,417.35897435897436,233.10256410256412,21,14,14,0,3,51,41,29,36
Waew,412.8875,232.95,21,15,15,0,3,53,42,30,36
Waew,408.5487804878049,229.390243902439,22,15,15,0,3,54,43,30,37
Waew,407.5833333333333,226.91666666666666,23,15,15,0,3,54,45,30,38
Waew,409.9186046511628,227.48837209302326,25,15,15,0,3,56,47,30,40
Waew,409.3636363636364,229.7840909090909,25,16,16,0,3,56,48,30,40
Waew,408.3666666666667,236.4111111111111,25,17,17,0,3,57,48,32,40
Waew,406.3478260869565,242.29347826086956,25,19,19,0,3,59,49,34,40
Waew,405.90425531914894,243.68085106382978,25,19,19,0,3,61,49,34,40
Waew,405.90425531914894,243.68085106382978,25,19,19,0,3,61,49,34,40
Waew,406.4270833333333,244.86458333333334,25,20,21,1,3,61,50,34,40
Waew,406.92857142857144,245.57142857142858,26,20,21,1,4,61,51,40,46
Waew,407.97,246.53,26,22,23,1,4,63,53,41,46
Waew,409.79411764705884,246.00980392156862,28,22,24,2,4,65,54,42,48
Waew,410.2692307692308,244.97115384615384,28,22,24,2,4,68,56,42,48
Waew,409.20754716981133,241.99056603773585,28,22,24,2,4,72,57,42,48
Waew,406.5,241.19444444444446,28,22,24,2,4,75,59,42,48
Waew,405.9909090909091,242.65454545454546,28,23,26,3,4,75,59,43,48
Waew,406.125,243.3125,28,23,26,3,4,77,60,43,48
Waew,408.0964912280702,240.69298245614036,28,23,26,3,4,78,61,43,48
Waew,412.8965517241379,240.63793103448276,29,23,26,3,4,80,62,43,49
Waew,417.8305084745763,239.635593220339,29,23,26,3,4,83,64,43,49
Waew,424.05737704918033,239.90983606557376,29,23,27,4,4,85,66,43,49
Waew,428.1209677419355,241.0,29,23,28,5,4,88,67,43,49
Waew,429.22222222222223,242.27777777777777,29,23,28,5,4,88,69,43,49
Waew,429.22222222222223,242.27777777777777,29,23,28,5,4,88,69,43,49
Waew,430.1796875,242.421875,30,23,28,5,4,92,71,43,50
Waew,431.2692307692308,241.0,31,23,28,5,4,94,72,43,51
Waew,431.2692307692308,241.0,31,23,28,5,4,94,72,43,51
