330.1666666666667,401.8888888888889,10,26,31,5,3,45,31,41,25
333.4712643678161,371.0,15,35,56,21,4,72,72,55,35
273.73333333333335,274.01666666666665,7,6,6,0,2,18,25,16,17
337.7429378531073,328.05649717514126,36,96,160,64,7,194,171,131,71
321.27027027027026,308.5337837837838,14,36,66,30,3,68,71,51,29
399.71875,161.15625,14,13,61,48,2,27,41,23,24
351.5274725274725,238.84615384615384,27,50,132,82,4,76,97,70,47
339.66129032258067,233.93548387096774,8,10,52,42,2,27,35,20,18
318.0083333333333,265.65416666666664,27,59,165,106,5,120,156,84,52
396.53846153846155,411.15384615384613,3,2,2,0,1,11,9,7,8
274.8888888888889,310.64285714285717,17,39,56,17,4,86,85,59,37
318.2409638554217,324.8855421686747,24,75,134,59,5,115,102,100,49
346.4878048780488,310.0609756097561,10,12,22,10,3,39,44,27,25
418.7843137254902,233.65686274509804,12,24,77,53,3,49,50,39,27
281.3131313131313,281.72727272727275,25,52,123,71,5,97,107,76,50
371.1455696202532,248.13291139240508,23,47,109,62,4,67,71,67,43
348.225,180.40625,20,46,151,105,4,77,89,66,40
338.962962962963,168.27777777777777,9,10,17,7,2,20,24,20,19
405.8,255.7,5,1,1,0,1,12,9,6,9
371.80434782608694,178.0,7,9,12,3,1,20,21,14,11
383.5817307692308,188.0625,27,72,178,106,5,102,110,96,52
347.1842105263158,198.17105263157896,11,16,67,51,2,41,42,26,21
294.0625,265.9375,1,0,2,2,1,7,5,5,6
405.03225806451616,211.30645161290323,10,7,35,28,2,23,24,17,20
345.18518518518516,184.74074074074073,11,12,41,29,2,23,23,22,21
222.40782122905028,273.3100558659218,36,114,244,130,7,178,185,148,71
365.1907894736842,250.9934210526316,21,41,91,50,4,71,76,61,41
319.06363636363636,269.6363636363636,13,40,81,41,3,59,61,55,28
375.1521739130435,193.44565217391303,15,19,89,70,3,36,34,34,30
304.55454545454546,224.9,28,64,179,115,5,98,87,89,53
321.9024390243902,225.890243902439,29,51,140,89,4,66,69,71,49
385.2083333333333,266.0833333333333,4,2,8,6,1,9,8,7,9
289.96564885496184,262.46564885496184,31,64,102,38,6,101,121,94,61
384.1782945736434,260.1007751937984,31,92,171,79,5,114,112,116,56
383.8333333333333,205.6818181818182,21,36,82,46,3,60,52,50,36
386.27777777777777,203.53703703703704,10,11,43,32,2,17,23,20,20
369.35227272727275,242.1931818181818,11,18,58,40,2,39,48,28,21
316.6136363636364,200.0340909090909,7,14,36,22,2,40,45,24,17
290.1743119266055,188.92201834862385,35,51,165,114,5,93,112,76,60
305.01644736842104,313.3355263157895,26,123,221,98,7,143,138,158,61
